Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Phyllite Magnetite
appliedenergistics2:facade:0, Cable Facade - Schist Magnetite
appliedenergistics2:facade:0, Cable Facade - Gneiss Magnetite
appliedenergistics2:facade:0, Cable Facade - Marble Magnetite
appliedenergistics2:facade:0, Cable Facade - Granite Limonite
appliedenergistics2:facade:0, Cable Facade - Diorite Limonite
appliedenergistics2:facade:0, Cable Facade - Gabbro Limonite
appliedenergistics2:facade:0, Cable Facade - Shale Limonite
appliedenergistics2:facade:0, Cable Facade - Claystone Limonite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Limonite
appliedenergistics2:facade:0, Cable Facade - Limestone Limonite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Limonite
appliedenergistics2:facade:0, Cable Facade - Dolomite Limonite
appliedenergistics2:facade:0, Cable Facade - Chert Limonite
appliedenergistics2:facade:0, Cable Facade - Chalk Limonite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Limonite
appliedenergistics2:facade:0, Cable Facade - Basalt Limonite
appliedenergistics2:facade:0, Cable Facade - Andesite Limonite
appliedenergistics2:facade:0, Cable Facade - Dacite Limonite
appliedenergistics2:facade:0, Cable Facade - Quartzite Limonite
appliedenergistics2:facade:0, Cable Facade - Slate Limonite
appliedenergistics2:facade:0, Cable Facade - Phyllite Limonite
appliedenergistics2:facade:0, Cable Facade - Schist Limonite
appliedenergistics2:facade:0, Cable Facade - Gneiss Limonite
appliedenergistics2:facade:0, Cable Facade - Marble Limonite
appliedenergistics2:facade:0, Cable Facade - Granite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Diorite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Gabbro Sphalerite
appliedenergistics2:facade:0, Cable Facade - Shale Sphalerite
appliedenergistics2:facade:0, Cable Facade - Claystone Sphalerite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Sphalerite
appliedenergistics2:facade:0, Cable Facade - Limestone Sphalerite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Sphalerite
appliedenergistics2:facade:0, Cable Facade - Dolomite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Chert Sphalerite
appliedenergistics2:facade:0, Cable Facade - Chalk Sphalerite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Basalt Sphalerite
appliedenergistics2:facade:0, Cable Facade - Andesite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Dacite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Quartzite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Slate Sphalerite
appliedenergistics2:facade:0, Cable Facade - Phyllite Sphalerite
appliedenergistics2:facade:0, Cable Facade - Schist Sphalerite
appliedenergistics2:facade:0, Cable Facade - Gneiss Sphalerite
appliedenergistics2:facade:0, Cable Facade - Marble Sphalerite
appliedenergistics2:facade:0, Cable Facade - Granite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Diorite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Gabbro Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Shale Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Claystone Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Limestone Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Dolomite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Chert Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Chalk Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Basalt Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Andesite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Dacite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Quartzite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Slate Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Phyllite Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Schist Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Gneiss Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Marble Tetrahedrite
appliedenergistics2:facade:0, Cable Facade - Granite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Diorite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Gabbro Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Shale Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Claystone Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Rocksalt Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Limestone Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Conglomerate Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Dolomite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Chert Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Chalk Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Rhyolite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Basalt Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Andesite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Dacite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Quartzite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Slate Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Phyllite Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Schist Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Gneiss Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Marble Bituminous Coal
appliedenergistics2:facade:0, Cable Facade - Granite Lignite
appliedenergistics2:facade:0, Cable Facade - Diorite Lignite
appliedenergistics2:facade:0, Cable Facade - Gabbro Lignite
appliedenergistics2:facade:0, Cable Facade - Shale Lignite
appliedenergistics2:facade:0, Cable Facade - Claystone Lignite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Lignite
appliedenergistics2:facade:0, Cable Facade - Limestone Lignite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Lignite
appliedenergistics2:facade:0, Cable Facade - Dolomite Lignite
appliedenergistics2:facade:0, Cable Facade - Chert Lignite
appliedenergistics2:facade:0, Cable Facade - Chalk Lignite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lignite
appliedenergistics2:facade:0, Cable Facade - Basalt Lignite
appliedenergistics2:facade:0, Cable Facade - Andesite Lignite
appliedenergistics2:facade:0, Cable Facade - Dacite Lignite
appliedenergistics2:facade:0, Cable Facade - Quartzite Lignite
appliedenergistics2:facade:0, Cable Facade - Slate Lignite
appliedenergistics2:facade:0, Cable Facade - Phyllite Lignite
appliedenergistics2:facade:0, Cable Facade - Schist Lignite
appliedenergistics2:facade:0, Cable Facade - Gneiss Lignite
appliedenergistics2:facade:0, Cable Facade - Marble Lignite
appliedenergistics2:facade:0, Cable Facade - Granite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Diorite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Gabbro Kaolinite
appliedenergistics2:facade:0, Cable Facade - Shale Kaolinite
appliedenergistics2:facade:0, Cable Facade - Claystone Kaolinite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Kaolinite
appliedenergistics2:facade:0, Cable Facade - Limestone Kaolinite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Kaolinite
appliedenergistics2:facade:0, Cable Facade - Dolomite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Chert Kaolinite
appliedenergistics2:facade:0, Cable Facade - Chalk Kaolinite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Basalt Kaolinite
appliedenergistics2:facade:0, Cable Facade - Andesite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Dacite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Quartzite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Slate Kaolinite
appliedenergistics2:facade:0, Cable Facade - Phyllite Kaolinite
appliedenergistics2:facade:0, Cable Facade - Schist Kaolinite
appliedenergistics2:facade:0, Cable Facade - Gneiss Kaolinite
appliedenergistics2:facade:0, Cable Facade - Marble Kaolinite
appliedenergistics2:facade:0, Cable Facade - Granite Gypsum
appliedenergistics2:facade:0, Cable Facade - Diorite Gypsum
appliedenergistics2:facade:0, Cable Facade - Gabbro Gypsum
appliedenergistics2:facade:0, Cable Facade - Shale Gypsum
appliedenergistics2:facade:0, Cable Facade - Claystone Gypsum
appliedenergistics2:facade:0, Cable Facade - Rocksalt Gypsum
appliedenergistics2:facade:0, Cable Facade - Limestone Gypsum
appliedenergistics2:facade:0, Cable Facade - Conglomerate Gypsum
appliedenergistics2:facade:0, Cable Facade - Dolomite Gypsum
appliedenergistics2:facade:0, Cable Facade - Chert Gypsum
appliedenergistics2:facade:0, Cable Facade - Chalk Gypsum
appliedenergistics2:facade:0, Cable Facade - Rhyolite Gypsum
appliedenergistics2:facade:0, Cable Facade - Basalt Gypsum
appliedenergistics2:facade:0, Cable Facade - Andesite Gypsum
appliedenergistics2:facade:0, Cable Facade - Dacite Gypsum
appliedenergistics2:facade:0, Cable Facade - Quartzite Gypsum
appliedenergistics2:facade:0, Cable Facade - Slate Gypsum
appliedenergistics2:facade:0, Cable Facade - Phyllite Gypsum
appliedenergistics2:facade:0, Cable Facade - Schist Gypsum
appliedenergistics2:facade:0, Cable Facade - Gneiss Gypsum
appliedenergistics2:facade:0, Cable Facade - Marble Gypsum
appliedenergistics2:facade:0, Cable Facade - Granite Satinspar
appliedenergistics2:facade:0, Cable Facade - Diorite Satinspar
appliedenergistics2:facade:0, Cable Facade - Gabbro Satinspar
appliedenergistics2:facade:0, Cable Facade - Shale Satinspar
appliedenergistics2:facade:0, Cable Facade - Claystone Satinspar
appliedenergistics2:facade:0, Cable Facade - Rocksalt Satinspar
appliedenergistics2:facade:0, Cable Facade - Limestone Satinspar
appliedenergistics2:facade:0, Cable Facade - Conglomerate Satinspar
appliedenergistics2:facade:0, Cable Facade - Dolomite Satinspar
appliedenergistics2:facade:0, Cable Facade - Chert Satinspar
appliedenergistics2:facade:0, Cable Facade - Chalk Satinspar
appliedenergistics2:facade:0, Cable Facade - Rhyolite Satinspar
appliedenergistics2:facade:0, Cable Facade - Basalt Satinspar
appliedenergistics2:facade:0, Cable Facade - Andesite Satinspar
appliedenergistics2:facade:0, Cable Facade - Dacite Satinspar
appliedenergistics2:facade:0, Cable Facade - Quartzite Satinspar
appliedenergistics2:facade:0, Cable Facade - Slate Satinspar
appliedenergistics2:facade:0, Cable Facade - Phyllite Satinspar
appliedenergistics2:facade:0, Cable Facade - Schist Satinspar
appliedenergistics2:facade:0, Cable Facade - Gneiss Satinspar
appliedenergistics2:facade:0, Cable Facade - Marble Satinspar
appliedenergistics2:facade:0, Cable Facade - Granite Selenite
appliedenergistics2:facade:0, Cable Facade - Diorite Selenite
appliedenergistics2:facade:0, Cable Facade - Gabbro Selenite
appliedenergistics2:facade:0, Cable Facade - Shale Selenite
appliedenergistics2:facade:0, Cable Facade - Claystone Selenite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Selenite
appliedenergistics2:facade:0, Cable Facade - Limestone Selenite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Selenite
appliedenergistics2:facade:0, Cable Facade - Dolomite Selenite
appliedenergistics2:facade:0, Cable Facade - Chert Selenite
appliedenergistics2:facade:0, Cable Facade - Chalk Selenite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Selenite
appliedenergistics2:facade:0, Cable Facade - Basalt Selenite
appliedenergistics2:facade:0, Cable Facade - Andesite Selenite
appliedenergistics2:facade:0, Cable Facade - Dacite Selenite
appliedenergistics2:facade:0, Cable Facade - Quartzite Selenite
appliedenergistics2:facade:0, Cable Facade - Slate Selenite
appliedenergistics2:facade:0, Cable Facade - Phyllite Selenite
appliedenergistics2:facade:0, Cable Facade - Schist Selenite
appliedenergistics2:facade:0, Cable Facade - Gneiss Selenite
appliedenergistics2:facade:0, Cable Facade - Marble Selenite
appliedenergistics2:facade:0, Cable Facade - Granite Graphite
appliedenergistics2:facade:0, Cable Facade - Diorite Graphite
appliedenergistics2:facade:0, Cable Facade - Gabbro Graphite
appliedenergistics2:facade:0, Cable Facade - Shale Graphite
appliedenergistics2:facade:0, Cable Facade - Claystone Graphite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Graphite
appliedenergistics2:facade:0, Cable Facade - Limestone Graphite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Graphite
appliedenergistics2:facade:0, Cable Facade - Dolomite Graphite
appliedenergistics2:facade:0, Cable Facade - Chert Graphite
appliedenergistics2:facade:0, Cable Facade - Chalk Graphite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Graphite
appliedenergistics2:facade:0, Cable Facade - Basalt Graphite
appliedenergistics2:facade:0, Cable Facade - Andesite Graphite
appliedenergistics2:facade:0, Cable Facade - Dacite Graphite
appliedenergistics2:facade:0, Cable Facade - Quartzite Graphite
appliedenergistics2:facade:0, Cable Facade - Slate Graphite
appliedenergistics2:facade:0, Cable Facade - Phyllite Graphite
appliedenergistics2:facade:0, Cable Facade - Schist Graphite
appliedenergistics2:facade:0, Cable Facade - Gneiss Graphite
appliedenergistics2:facade:0, Cable Facade - Marble Graphite
appliedenergistics2:facade:0, Cable Facade - Granite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Diorite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Gabbro Kimberlite
appliedenergistics2:facade:0, Cable Facade - Shale Kimberlite
appliedenergistics2:facade:0, Cable Facade - Claystone Kimberlite
appliedenergistics2:facade:0, Cable Facade - Rocksalt Kimberlite
appliedenergistics2:facade:0, Cable Facade - Limestone Kimberlite
appliedenergistics2:facade:0, Cable Facade - Conglomerate Kimberlite
appliedenergistics2:facade:0, Cable Facade - Dolomite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Chert Kimberlite
appliedenergistics2:facade:0, Cable Facade - Chalk Kimberlite
appliedenergistics2:facade:0, Cable Facade - Rhyolite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Basalt Kimberlite
appliedenergistics2:facade:0, Cable Facade - Andesite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Dacite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Quartzite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Slate Kimberlite
appliedenergistics2:facade:0, Cable Facade - Phyllite Kimberlite
appliedenergistics2:facade:0, Cable Facade - Schist Kimberlite
appliedenergistics2:facade:0, Cable Facade - Gneiss Kimberlite
appliedenergistics2:facade:0, Cable Facade - Marble Kimberlite
appliedenergistics2:facade:0, Cable Facade - Granite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Diorite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Gabbro Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Shale Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Claystone Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Rocksalt Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Limestone Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Conglomerate Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Dolomite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Chert Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Chalk Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Rhyolite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Basalt Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Andesite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Dacite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Quartzite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Slate Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Phyllite Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Schist Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Gneiss Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Marble Petrified Wood
appliedenergistics2:facade:0, Cable Facade - Granite Sulfur
appliedenergistics2:facade:0, Cable Facade - Diorite Sulfur
appliedenergistics2:facade:0, Cable Facade - Gabbro Sulfur
appliedenergistics2:facade:0, Cable Facade - Shale Sulfur
appliedenergistics2:facade:0, Cable Facade - Claystone Sulfur
appliedenergistics2:facade:0, Cable Facade - Rocksalt Sulfur
appliedenergistics2:facade:0, Cable Facade - Limestone Sulfur
